"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","GGNLEND","TOT","PC_GDP","A","2002",-2.27402508389383,
"ISL","GGNLEND","TOT","PC_GDP","A","2003",-2.32382086139307,
"ISL","GGNLEND","TOT","PC_GDP","A","2004",0.286477965913863,
"ISL","GGNLEND","TOT","PC_GDP","A","2005",5.00645801703311,
"ISL","GGNLEND","TOT","PC_GDP","A","2006",6.44941567249662,
"ISL","GGNLEND","TOT","PC_GDP","A","2007",5.59867348794361,
"ISL","GGNLEND","TOT","PC_GDP","A","2008",-12.1383929438469,
"ISL","GGNLEND","TOT","PC_GDP","A","2009",-8.57947187811533,
"ISL","GGNLEND","TOT","PC_GDP","A","2010",-6.66349622500155,
"ISL","GGNLEND","TOT","PC_GDP","A","2011",-6.53001162794489,
"ISL","GGNLEND","TOT","PC_GDP","A","2012",-2.6246187755709,
"ISL","GGNLEND","TOT","PC_GDP","A","2013",-1.24770110728447,
"ISL","GGNLEND","TOT","PC_GDP","A","2014",0.294975949222545,
"ISL","GGNLEND","TOT","PC_GDP","A","2015",-0.395504849620688,
"ISL","GGNLEND","TOT","PC_GDP","A","2016",12.5493066095796,
"ISL","GGNLEND","TOT","PC_GDP","A","2017",0.954939139927255,
"ISL","GGNLEND","TOT","PC_GDP","A","2018",0.911909994498725,
"ISL","GGNLEND","TOT","PC_GDP","A","2019",-1.52115360476487,
"ISL","GGNLEND","TOT","PC_GDP","A","2020",-8.63715199238363,
"IRL","GGNLEND","TOT","PC_GDP","A","1995",-2.0765677895452,
"IRL","GGNLEND","TOT","PC_GDP","A","1996",-0.19770331248098,
"IRL","GGNLEND","TOT","PC_GDP","A","1997",1.37318114348199,
"IRL","GGNLEND","TOT","PC_GDP","A","1998",2.07115931769488,
"IRL","GGNLEND","TOT","PC_GDP","A","1999",3.53703548087862,
"IRL","GGNLEND","TOT","PC_GDP","A","2000",4.85528332967507,
"IRL","GGNLEND","TOT","PC_GDP","A","2001",0.959332477487997,
"IRL","GGNLEND","TOT","PC_GDP","A","2002",-0.519318292835323,
"IRL","GGNLEND","TOT","PC_GDP","A","2003",0.346070694933079,
"IRL","GGNLEND","TOT","PC_GDP","A","2004",1.29818992358318,
"IRL","GGNLEND","TOT","PC_GDP","A","2005",1.57041673050637,
"IRL","GGNLEND","TOT","PC_GDP","A","2006",2.77537371823364,
"IRL","GGNLEND","TOT","PC_GDP","A","2007",0.267833813722456,
"IRL","GGNLEND","TOT","PC_GDP","A","2008",-7.03056103922949,
"IRL","GGNLEND","TOT","PC_GDP","A","2009",-13.872814553391,
"IRL","GGNLEND","TOT","PC_GDP","A","2010",-32.1242047551128,
"IRL","GGNLEND","TOT","PC_GDP","A","2011",-13.6444612776813,
"IRL","GGNLEND","TOT","PC_GDP","A","2012",-8.49298948987806,
"IRL","GGNLEND","TOT","PC_GDP","A","2013",-6.41511683106503,
"IRL","GGNLEND","TOT","PC_GDP","A","2014",-3.63447667014645,
"IRL","GGNLEND","TOT","PC_GDP","A","2015",-2.04863705477724,
"IRL","GGNLEND","TOT","PC_GDP","A","2016",-0.771502349935834,
"IRL","GGNLEND","TOT","PC_GDP","A","2017",-0.295489455537566,
"IRL","GGNLEND","TOT","PC_GDP","A","2018",0.14939072168651,
"IRL","GGNLEND","TOT","PC_GDP","A","2019",0.511329558019414,
"IRL","GGNLEND","TOT","PC_GDP","A","2020",-4.93927292738163,
"ITA","GGNLEND","TOT","PC_GDP","A","1995",-7.21026969879479,
"ITA","GGNLEND","TOT","PC_GDP","A","1996",-6.61466734909516,
"ITA","GGNLEND","TOT","PC_GDP","A","1997",-2.98162515140422,
"ITA","GGNLEND","TOT","PC_GDP","A","1998",-2.98826164253763,
"ITA","GGNLEND","TOT","PC_GDP","A","1999",-1.7727957166301,
"ITA","GGNLEND","TOT","PC_GDP","A","2000",-2.42333366008521,
"ITA","GGNLEND","TOT","PC_GDP","A","2001",-3.1903094828702,
"ITA","GGNLEND","TOT","PC_GDP","A","2002",-2.86930158357038,
"ITA","GGNLEND","TOT","PC_GDP","A","2003",-3.21762520961599,
"ITA","GGNLEND","TOT","PC_GDP","A","2004",-3.47885003225875,
"ITA","GGNLEND","TOT","PC_GDP","A","2005",-4.08252268810197,
"ITA","GGNLEND","TOT","PC_GDP","A","2006",-3.6165696777998,
"ITA","GGNLEND","TOT","PC_GDP","A","2007",-1.3402567858434,
"ITA","GGNLEND","TOT","PC_GDP","A","2008",-2.56390153162418,
"ITA","GGNLEND","TOT","PC_GDP","A","2009",-5.12104598879611,
"ITA","GGNLEND","TOT","PC_GDP","A","2010",-4.23973644794317,
"ITA","GGNLEND","TOT","PC_GDP","A","2011",-3.59301237939542,
"ITA","GGNLEND","TOT","PC_GDP","A","2012",-2.94540854800113,
"ITA","GGNLEND","TOT","PC_GDP","A","2013",-2.85425285349328,
"ITA","GGNLEND","TOT","PC_GDP","A","2014",-2.95439563437658,
"ITA","GGNLEND","TOT","PC_GDP","A","2015",-2.55220179357298,
"ITA","GGNLEND","TOT","PC_GDP","A","2016",-2.40389888634585,
"ITA","GGNLEND","TOT","PC_GDP","A","2017",-2.41910481259625,
"ITA","GGNLEND","TOT","PC_GDP","A","2018",-2.1892961870873,
"ITA","GGNLEND","TOT","PC_GDP","A","2019",-1.54763273030125,
"ITA","GGNLEND","TOT","PC_GDP","A","2020",-9.58171169752462,
"JPN","GGNLEND","TOT","PC_GDP","A","2005",-4.43846152112727,
"JPN","GGNLEND","TOT","PC_GDP","A","2006",-3.02875608544721,
"JPN","GGNLEND","TOT","PC_GDP","A","2007",-2.90102556789893,
"JPN","GGNLEND","TOT","PC_GDP","A","2008",-4.10962900877149,
"JPN","GGNLEND","TOT","PC_GDP","A","2009",-9.69302442485772,
"JPN","GGNLEND","TOT","PC_GDP","A","2010",-9.07583042450843,
"JPN","GGNLEND","TOT","PC_GDP","A","2011",-8.98552595050466,
"JPN","GGNLEND","TOT","PC_GDP","A","2012",-8.1964782635366,
"JPN","GGNLEND","TOT","PC_GDP","A","2013",-7.61141229241719,
"JPN","GGNLEND","TOT","PC_GDP","A","2014",-5.61611068385212,
"JPN","GGNLEND","TOT","PC_GDP","A","2015",-3.67784610700882,
"JPN","GGNLEND","TOT","PC_GDP","A","2016",-3.5995727863274,
"JPN","GGNLEND","TOT","PC_GDP","A","2017",-3.09874103418536,
"JPN","GGNLEND","TOT","PC_GDP","A","2018",-2.4726819775127,
"JPN","GGNLEND","TOT","PC_GDP","A","2019",-2.89245581871017,
"KOR","GGNLEND","TOT","PC_GDP","A","1970",-0.007151541157119,
"KOR","GGNLEND","TOT","PC_GDP","A","1971",-1.04712041884817,
"KOR","GGNLEND","TOT","PC_GDP","A","1972",-2.50720528621974,
"KOR","GGNLEND","TOT","PC_GDP","A","1973",-2.31035044234979,
"KOR","GGNLEND","TOT","PC_GDP","A","1974",-1.74067046173308,
"KOR","GGNLEND","TOT","PC_GDP","A","1975",-4.03467506354566,
"KOR","GGNLEND","TOT","PC_GDP","A","1976",-1.10137637499309,
"KOR","GGNLEND","TOT","PC_GDP","A","1977",-1.88627533171038,
"KOR","GGNLEND","TOT","PC_GDP","A","1978",-0.360969210280467,
"KOR","GGNLEND","TOT","PC_GDP","A","1979",-0.194122022202128,
"KOR","GGNLEND","TOT","PC_GDP","A","1980",-1.33895194725753,
"KOR","GGNLEND","TOT","PC_GDP","A","1981",-3.58064659008089,
"KOR","GGNLEND","TOT","PC_GDP","A","1982",-0.694577789570336,
"KOR","GGNLEND","TOT","PC_GDP","A","1983",0.706961358752411,
"KOR","GGNLEND","TOT","PC_GDP","A","1984",1.16615961308694,
"KOR","GGNLEND","TOT","PC_GDP","A","1985",0.647341361652201,
"KOR","GGNLEND","TOT","PC_GDP","A","1986",1.10131688057965,
"KOR","GGNLEND","TOT","PC_GDP","A","1987",2.05665180471627,
"KOR","GGNLEND","TOT","PC_GDP","A","1988",2.61968413921875,
"KOR","GGNLEND","TOT","PC_GDP","A","1989",2.12301675856354,
"KOR","GGNLEND","TOT","PC_GDP","A","1990",2.48294493014925,
"KOR","GGNLEND","TOT","PC_GDP","A","1991",1.03471981940036,
"KOR","GGNLEND","TOT","PC_GDP","A","1992",0.904839937047094,
"KOR","GGNLEND","TOT","PC_GDP","A","1993",1.40477877335997,
"KOR","GGNLEND","TOT","PC_GDP","A","1994",2.51545396509039,
"KOR","GGNLEND","TOT","PC_GDP","A","1995",2.78814926149137,
"KOR","GGNLEND","TOT","PC_GDP","A","1996",3.03456711600203,
"KOR","GGNLEND","TOT","PC_GDP","A","1997",2.31111778595569,
"KOR","GGNLEND","TOT","PC_GDP","A","1998",0.25179848749654,
"KOR","GGNLEND","TOT","PC_GDP","A","1999",1.40264737857446,
"KOR","GGNLEND","TOT","PC_GDP","A","2000",4.16660016721033,
"KOR","GGNLEND","TOT","PC_GDP","A","2001",2.90715428233916,
"KOR","GGNLEND","TOT","PC_GDP","A","2002",3.11125462620611,
"KOR","GGNLEND","TOT","PC_GDP","A","2003",-2.13302442781822,
"KOR","GGNLEND","TOT","PC_GDP","A","2004",-0.077968894340975,
"KOR","GGNLEND","TOT","PC_GDP","A","2005",1.35182304455658,
"KOR","GGNLEND","TOT","PC_GDP","A","2006",1.9690503643839,
"KOR","GGNLEND","TOT","PC_GDP","A","2007",3.95731623491433,
"KOR","GGNLEND","TOT","PC_GDP","A","2008",2.13128126309059,
"KOR","GGNLEND","TOT","PC_GDP","A","2009",-1.27621266461122,
"KOR","GGNLEND","TOT","PC_GDP","A","2010",0.882973015803889,
"KOR","GGNLEND","TOT","PC_GDP","A","2011",0.983334595689424,
"KOR","GGNLEND","TOT","PC_GDP","A","2012",1.0179351402954,
"KOR","GGNLEND","TOT","PC_GDP","A","2013",1.28341250454502,
"KOR","GGNLEND","TOT","PC_GDP","A","2014",1.21232002300297,
"KOR","GGNLEND","TOT","PC_GDP","A","2015",1.18041370299183,
"KOR","GGNLEND","TOT","PC_GDP","A","2016",2.20918834297001,
"KOR","GGNLEND","TOT","PC_GDP","A","2017",2.68183517312377,
"KOR","GGNLEND","TOT","PC_GDP","A","2018",3.02487218631028,
"KOR","GGNLEND","TOT","PC_GDP","A","2019",0.955750488919683,
"KOR","GGNLEND","TOT","PC_GDP","A","2020",-2.29466647326926,"E"
"LUX","GGNLEND","TOT","PC_GDP","A","1995",2.68093823126452,
"LUX","GGNLEND","TOT","PC_GDP","A","1996",2.32241955149898,
"LUX","GGNLEND","TOT","PC_GDP","A","1997",2.50391804583609,
"LUX","GGNLEND","TOT","PC_GDP","A","1998",2.84722016160372,
"LUX","GGNLEND","TOT","PC_GDP","A","1999",3.10817349960159,
"LUX","GGNLEND","TOT","PC_GDP","A","2000",5.54493388526865,
"LUX","GGNLEND","TOT","PC_GDP","A","2001",5.62665931989885,
"LUX","GGNLEND","TOT","PC_GDP","A","2002",2.0309787328775,
"LUX","GGNLEND","TOT","PC_GDP","A","2003",0.272959990104962,
"LUX","GGNLEND","TOT","PC_GDP","A","2004",-1.39332579314336,
"LUX","GGNLEND","TOT","PC_GDP","A","2005",-0.207820181284718,
"LUX","GGNLEND","TOT","PC_GDP","A","2006",1.91157027006109,
"LUX","GGNLEND","TOT","PC_GDP","A","2007",4.36293032262476,
"LUX","GGNLEND","TOT","PC_GDP","A","2008",3.37394371180147,
"LUX","GGNLEND","TOT","PC_GDP","A","2009",-0.209983200575723,
"LUX","GGNLEND","TOT","PC_GDP","A","2010",-0.317479670818248,
"LUX","GGNLEND","TOT","PC_GDP","A","2011",0.658409701082492,
"LUX","GGNLEND","TOT","PC_GDP","A","2012",0.506445416884984,
"LUX","GGNLEND","TOT","PC_GDP","A","2013",0.843740322870048,
"LUX","GGNLEND","TOT","PC_GDP","A","2014",1.33881502387601,
"LUX","GGNLEND","TOT","PC_GDP","A","2015",1.33405848410145,
"LUX","GGNLEND","TOT","PC_GDP","A","2016",1.89296668229194,
"LUX","GGNLEND","TOT","PC_GDP","A","2017",1.36684995856197,
"LUX","GGNLEND","TOT","PC_GDP","A","2018",2.96228404906209,
"LUX","GGNLEND","TOT","PC_GDP","A","2019",2.26968970450863,
"LUX","GGNLEND","TOT","PC_GDP","A","2020",-3.5462623466165,
"MEX","GGNLEND","TOT","PC_GDP","A","2003",-1.32252368416166,
"MEX","GGNLEND","TOT","PC_GDP","A","2004",-0.852532368670327,
"MEX","GGNLEND","TOT","PC_GDP","A","2005",-0.721209221389657,
"MEX","GGNLEND","TOT","PC_GDP","A","2006",-0.970869796770489,
"MEX","GGNLEND","TOT","PC_GDP","A","2007",-0.710615641515271,
"MEX","GGNLEND","TOT","PC_GDP","A","2008",-0.934756000041571,
"MEX","GGNLEND","TOT","PC_GDP","A","2009",-3.08037947252433,
"MEX","GGNLEND","TOT","PC_GDP","A","2010",-2.97155291159784,
"MEX","GGNLEND","TOT","PC_GDP","A","2011",-5.29719477091961,
"MEX","GGNLEND","TOT","PC_GDP","A","2012",-4.72690618652223,
"MEX","GGNLEND","TOT","PC_GDP","A","2013",-4.54687794920237,
"MEX","GGNLEND","TOT","PC_GDP","A","2014",-4.22302456040569,
"MEX","GGNLEND","TOT","PC_GDP","A","2015",-5.16765515728037,
"MEX","GGNLEND","TOT","PC_GDP","A","2016",-2.88241470679049,
"MEX","GGNLEND","TOT","PC_GDP","A","2017",-2.50815381160069,
"MEX","GGNLEND","TOT","PC_GDP","A","2018",-5.10355877733913,
"MEX","GGNLEND","TOT","PC_GDP","A","2019",-3.67614035217143,"E"
"MEX","GGNLEND","TOT","PC_GDP","A","2020",-5.43439477108703,"E"
"NLD","GGNLEND","TOT","PC_GDP","A","1995",-8.72136599635257,
"NLD","GGNLEND","TOT","PC_GDP","A","1996",-1.8132752992383,
"NLD","GGNLEND","TOT","PC_GDP","A","1997",-1.57405851845027,
"NLD","GGNLEND","TOT","PC_GDP","A","1998",-1.34696103171483,
"NLD","GGNLEND","TOT","PC_GDP","A","1999",0.260096934384529,
"NLD","GGNLEND","TOT","PC_GDP","A","2000",1.20883083669058,
"NLD","GGNLEND","TOT","PC_GDP","A","2001",-0.408607104243579,
"NLD","GGNLEND","TOT","PC_GDP","A","2002",-1.99626050361478,
"NLD","GGNLEND","TOT","PC_GDP","A","2003",-3.06097775004388,
"NLD","GGNLEND","TOT","PC_GDP","A","2004",-1.7527385950129,
"NLD","GGNLEND","TOT","PC_GDP","A","2005",-0.449641756961097,
"NLD","GGNLEND","TOT","PC_GDP","A","2006",-0.013343688948346,
"NLD","GGNLEND","TOT","PC_GDP","A","2007",-0.213350130012759,
"NLD","GGNLEND","TOT","PC_GDP","A","2008",0.101205504343339,
"NLD","GGNLEND","TOT","PC_GDP","A","2009",-5.16706623434404,
"NLD","GGNLEND","TOT","PC_GDP","A","2010",-5.31847487511479,
"NLD","GGNLEND","TOT","PC_GDP","A","2011",-4.45723054497593,
"NLD","GGNLEND","TOT","PC_GDP","A","2012",-4.01261321416429,
"NLD","GGNLEND","TOT","PC_GDP","A","2013",-2.99774552094516,
"NLD","GGNLEND","TOT","PC_GDP","A","2014",-2.26323783429627,
"NLD","GGNLEND","TOT","PC_GDP","A","2015",-2.09142502695621,
"NLD","GGNLEND","TOT","PC_GDP","A","2016",0.011576410663286,
"NLD","GGNLEND","TOT","PC_GDP","A","2017",1.31627076486224,
"NLD","GGNLEND","TOT","PC_GDP","A","2018",1.42948137371816,
"NLD","GGNLEND","TOT","PC_GDP","A","2019",1.72116277496602,
"NLD","GGNLEND","TOT","PC_GDP","A","2020",-4.17662902530324,"E"
"NOR","GGNLEND","TOT","PC_GDP","A","1995",3.14233266676219,
"NOR","GGNLEND","TOT","PC_GDP","A","1996",6.1656135746469,
"NOR","GGNLEND","TOT","PC_GDP","A","1997",7.46000315418718,
"NOR","GGNLEND","TOT","PC_GDP","A","1998",3.18308977645726,
"NOR","GGNLEND","TOT","PC_GDP","A","1999",5.81019507951795,
"NOR","GGNLEND","TOT","PC_GDP","A","2000",15.0648551068379,
"NOR","GGNLEND","TOT","PC_GDP","A","2001",13.193390551465,
"NOR","GGNLEND","TOT","PC_GDP","A","2002",9.04494864275163,
"NOR","GGNLEND","TOT","PC_GDP","A","2003",7.22115524659891,
"NOR","GGNLEND","TOT","PC_GDP","A","2004",10.8657782862783,
"NOR","GGNLEND","TOT","PC_GDP","A","2005",14.7730110799719,
"NOR","GGNLEND","TOT","PC_GDP","A","2006",17.9505007632031,
"NOR","GGNLEND","TOT","PC_GDP","A","2007",17.110229757554,
"NOR","GGNLEND","TOT","PC_GDP","A","2008",18.6377532037636,
"NOR","GGNLEND","TOT","PC_GDP","A","2009",10.2416695868734,
"NOR","GGNLEND","TOT","PC_GDP","A","2010",10.9296274444053,
"NOR","GGNLEND","TOT","PC_GDP","A","2011",13.3548634055494,
"NOR","GGNLEND","TOT","PC_GDP","A","2012",13.7673651584503,
"NOR","GGNLEND","TOT","PC_GDP","A","2013",10.6744086396824,
"NOR","GGNLEND","TOT","PC_GDP","A","2014",8.62919612559037,
"NOR","GGNLEND","TOT","PC_GDP","A","2015",6.02407198839793,
"NOR","GGNLEND","TOT","PC_GDP","A","2016",4.05955428856207,
"NOR","GGNLEND","TOT","PC_GDP","A","2017",4.99914729157348,
"NOR","GGNLEND","TOT","PC_GDP","A","2018",7.86358648245589,
"NOR","GGNLEND","TOT","PC_GDP","A","2019",6.58372536540083,
"NOR","GGNLEND","TOT","PC_GDP","A","2020",-2.81409887816646,
"POL","GGNLEND","TOT","PC_GDP","A","1995",-4.19231438010781,
"POL","GGNLEND","TOT","PC_GDP","A","1996",-4.59114094332677,
"POL","GGNLEND","TOT","PC_GDP","A","1997",-4.56158076627209,
"POL","GGNLEND","TOT","PC_GDP","A","1998",-4.17359163107413,
"POL","GGNLEND","TOT","PC_GDP","A","1999",-2.25327264910382,
"POL","GGNLEND","TOT","PC_GDP","A","2000",-3.9943458969676,
"POL","GGNLEND","TOT","PC_GDP","A","2001",-4.74135945584916,
"POL","GGNLEND","TOT","PC_GDP","A","2002",-4.81757270867038,
"POL","GGNLEND","TOT","PC_GDP","A","2003",-6.03610686157856,
"POL","GGNLEND","TOT","PC_GDP","A","2004",-5.00776451600112,
"POL","GGNLEND","TOT","PC_GDP","A","2005",-3.93830575550463,
"POL","GGNLEND","TOT","PC_GDP","A","2006",-3.53945228817941,
"POL","GGNLEND","TOT","PC_GDP","A","2007",-1.88251363359236,
"POL","GGNLEND","TOT","PC_GDP","A","2008",-3.60610188002063,
"POL","GGNLEND","TOT","PC_GDP","A","2009",-7.25205444507206,
"POL","GGNLEND","TOT","PC_GDP","A","2010",-7.40086699049794,
"POL","GGNLEND","TOT","PC_GDP","A","2011",-4.96725445311966,
"POL","GGNLEND","TOT","PC_GDP","A","2012",-3.79077293799224,
"POL","GGNLEND","TOT","PC_GDP","A","2013",-4.22511604859102,
"POL","GGNLEND","TOT","PC_GDP","A","2014",-3.64576705601305,
"POL","GGNLEND","TOT","PC_GDP","A","2015",-2.59622944047899,
"POL","GGNLEND","TOT","PC_GDP","A","2016",-2.38584975371441,
"POL","GGNLEND","TOT","PC_GDP","A","2017",-1.48710822756661,
"POL","GGNLEND","TOT","PC_GDP","A","2018",-0.244773291288701,
"POL","GGNLEND","TOT","PC_GDP","A","2019",-0.73700537982094,
"POL","GGNLEND","TOT","PC_GDP","A","2020",-7.13844246850415,
"PRT","GGNLEND","TOT","PC_GDP","A","1995",-5.17867542208957,
"PRT","GGNLEND","TOT","PC_GDP","A","1996",-4.7376625583346,
"PRT","GGNLEND","TOT","PC_GDP","A","1997",-3.70560385635002,
"PRT","GGNLEND","TOT","PC_GDP","A","1998",-4.38754526905654,
"PRT","GGNLEND","TOT","PC_GDP","A","1999",-3.03149649585352,
"PRT","GGNLEND","TOT","PC_GDP","A","2000",-3.21620359765601,
"PRT","GGNLEND","TOT","PC_GDP","A","2001",-4.78986526894651,
"PRT","GGNLEND","TOT","PC_GDP","A","2002",-3.33437941452512,
"PRT","GGNLEND","TOT","PC_GDP","A","2003",-5.65604241283527,
"PRT","GGNLEND","TOT","PC_GDP","A","2004",-6.18355972346978,
"PRT","GGNLEND","TOT","PC_GDP","A","2005",-6.13031487624456,
"PRT","GGNLEND","TOT","PC_GDP","A","2006",-4.18049464301704,
"PRT","GGNLEND","TOT","PC_GDP","A","2007",-2.89922577919492,
"PRT","GGNLEND","TOT","PC_GDP","A","2008",-3.69958521191248,
"PRT","GGNLEND","TOT","PC_GDP","A","2009",-9.87256399467286,
"PRT","GGNLEND","TOT","PC_GDP","A","2010",-11.3983916299366,
"PRT","GGNLEND","TOT","PC_GDP","A","2011",-7.66322170628003,
"PRT","GGNLEND","TOT","PC_GDP","A","2012",-6.17976460212093,
"PRT","GGNLEND","TOT","PC_GDP","A","2013",-5.10450711404398,
"PRT","GGNLEND","TOT","PC_GDP","A","2014",-7.35602339738596,
"PRT","GGNLEND","TOT","PC_GDP","A","2015",-4.44878385338494,
"PRT","GGNLEND","TOT","PC_GDP","A","2016",-1.93502260560498,
"PRT","GGNLEND","TOT","PC_GDP","A","2017",-2.9560155513314,
"PRT","GGNLEND","TOT","PC_GDP","A","2018",-0.348984115359724,
"PRT","GGNLEND","TOT","PC_GDP","A","2019",0.115330816679698,
"PRT","GGNLEND","TOT","PC_GDP","A","2020",-5.83952313559746,"E"
"SVK","GGNLEND","TOT","PC_GDP","A","1995",-3.47318900639588,
"SVK","GGNLEND","TOT","PC_GDP","A","1996",-9.81565983235762,
"SVK","GGNLEND","TOT","PC_GDP","A","1997",-6.26612301522511,
"SVK","GGNLEND","TOT","PC_GDP","A","1998",-5.29696950485267,
"SVK","GGNLEND","TOT","PC_GDP","A","1999",-7.17311281112567,
"SVK","GGNLEND","TOT","PC_GDP","A","2000",-12.6309703965441,
"SVK","GGNLEND","TOT","PC_GDP","A","2001",-7.2204623191007,
"SVK","GGNLEND","TOT","PC_GDP","A","2002",-8.22062979680949,
"SVK","GGNLEND","TOT","PC_GDP","A","2003",-3.12019205246891,
"SVK","GGNLEND","TOT","PC_GDP","A","2004",-2.3142073760149,
"SVK","GGNLEND","TOT","PC_GDP","A","2005",-2.87434072373496,
"SVK","GGNLEND","TOT","PC_GDP","A","2006",-3.57847588133196,
"SVK","GGNLEND","TOT","PC_GDP","A","2007",-2.05036616802731,
"SVK","GGNLEND","TOT","PC_GDP","A","2008",-2.52342400483425,
"SVK","GGNLEND","TOT","PC_GDP","A","2009",-8.14933724150046,
"SVK","GGNLEND","TOT","PC_GDP","A","2010",-7.50261216085436,
"SVK","GGNLEND","TOT","PC_GDP","A","2011",-4.32208387875864,
"SVK","GGNLEND","TOT","PC_GDP","A","2012",-4.36896554788819,
"SVK","GGNLEND","TOT","PC_GDP","A","2013",-2.88858570406688,
"SVK","GGNLEND","TOT","PC_GDP","A","2014",-3.11471504977319,
"SVK","GGNLEND","TOT","PC_GDP","A","2015",-2.67296223556168,
"SVK","GGNLEND","TOT","PC_GDP","A","2016",-2.58240982092879,
"SVK","GGNLEND","TOT","PC_GDP","A","2017",-0.982261793225514,
"SVK","GGNLEND","TOT","PC_GDP","A","2018",-1.01188609740536,
"SVK","GGNLEND","TOT","PC_GDP","A","2019",-1.3316599614582,
"SVK","GGNLEND","TOT","PC_GDP","A","2020",-5.49726440547905,
"ESP","GGNLEND","TOT","PC_GDP","A","1995",-6.78849644367634,
"ESP","GGNLEND","TOT","PC_GDP","A","1996",-5.8628013319624,
"ESP","GGNLEND","TOT","PC_GDP","A","1997",-3.85696788556198,
"ESP","GGNLEND","TOT","PC_GDP","A","1998",-2.62485319059772,
"ESP","GGNLEND","TOT","PC_GDP","A","1999",-1.23916652538176,
"ESP","GGNLEND","TOT","PC_GDP","A","2000",-1.16076073047661,
"ESP","GGNLEND","TOT","PC_GDP","A","2001",-0.454926083427367,
"ESP","GGNLEND","TOT","PC_GDP","A","2002",-0.316722522253293,
"ESP","GGNLEND","TOT","PC_GDP","A","2003",-0.375062635086119,
"ESP","GGNLEND","TOT","PC_GDP","A","2004",-0.109490282591976,
"ESP","GGNLEND","TOT","PC_GDP","A","2005",1.23156454310476,
"ESP","GGNLEND","TOT","PC_GDP","A","2006",2.12407964352281,
"ESP","GGNLEND","TOT","PC_GDP","A","2007",1.88621705024179,
"ESP","GGNLEND","TOT","PC_GDP","A","2008",-4.57225104795587,
"ESP","GGNLEND","TOT","PC_GDP","A","2009",-11.2759194368774,
"ESP","GGNLEND","TOT","PC_GDP","A","2010",-9.52662837731389,
"ESP","GGNLEND","TOT","PC_GDP","A","2011",-9.73957545054678,
"ESP","GGNLEND","TOT","PC_GDP","A","2012",-10.7357295468233,
"ESP","GGNLEND","TOT","PC_GDP","A","2013",-7.03593283860016,
"ESP","GGNLEND","TOT","PC_GDP","A","2014",-5.91537342151105,
"ESP","GGNLEND","TOT","PC_GDP","A","2015",-5.17692257723253,
"ESP","GGNLEND","TOT","PC_GDP","A","2016",-4.30519643754938,
"ESP","GGNLEND","TOT","PC_GDP","A","2017",-3.03588965002018,
"ESP","GGNLEND","TOT","PC_GDP","A","2018",-2.49688554168305,
"ESP","GGNLEND","TOT","PC_GDP","A","2019",-2.87397287795078,"E"
"ESP","GGNLEND","TOT","PC_GDP","A","2020",-10.9541618684645,"E"
"SWE","GGNLEND","TOT","PC_GDP","A","1995",-6.97314258173364,
"SWE","GGNLEND","TOT","PC_GDP","A","1996",-3.09103194894384,
"SWE","GGNLEND","TOT","PC_GDP","A","1997",-1.54972307009973,
"SWE","GGNLEND","TOT","PC_GDP","A","1998",0.84583388491364,
"SWE","GGNLEND","TOT","PC_GDP","A","1999",0.633121571529887,
"SWE","GGNLEND","TOT","PC_GDP","A","2000",3.13638970313739,
"SWE","GGNLEND","TOT","PC_GDP","A","2001",1.40646099760717,
"SWE","GGNLEND","TOT","PC_GDP","A","2002",-1.40909412793419,
"SWE","GGNLEND","TOT","PC_GDP","A","2003",-1.21632623168566,
"SWE","GGNLEND","TOT","PC_GDP","A","2004",0.202035620173034,
"SWE","GGNLEND","TOT","PC_GDP","A","2005",1.81096761097,
"SWE","GGNLEND","TOT","PC_GDP","A","2006",2.13507650397159,
"SWE","GGNLEND","TOT","PC_GDP","A","2007",3.33119696603718,
"SWE","GGNLEND","TOT","PC_GDP","A","2008",1.9209595537025,
"SWE","GGNLEND","TOT","PC_GDP","A","2009",-0.836294624004128,
"SWE","GGNLEND","TOT","PC_GDP","A","2010",-0.090077711964553,
"SWE","GGNLEND","TOT","PC_GDP","A","2011",-0.337615899546796,
"SWE","GGNLEND","TOT","PC_GDP","A","2012",-1.11343955228386,
"SWE","GGNLEND","TOT","PC_GDP","A","2013",-1.46261606086425,
"SWE","GGNLEND","TOT","PC_GDP","A","2014",-1.52457090762461,
"SWE","GGNLEND","TOT","PC_GDP","A","2015",0.012299112539227,
"SWE","GGNLEND","TOT","PC_GDP","A","2016",1.03478322122767,
"SWE","GGNLEND","TOT","PC_GDP","A","2017",1.4227170301836,
"SWE","GGNLEND","TOT","PC_GDP","A","2018",0.818361553720912,
"SWE","GGNLEND","TOT","PC_GDP","A","2019",0.564339606611905,
"SWE","GGNLEND","TOT","PC_GDP","A","2020",-2.57949961523061,
"CHE","GGNLEND","TOT","PC_GDP","A","1995",-1.85739376249664,
"CHE","GGNLEND","TOT","PC_GDP","A","1996",-2.01258271943096,
"CHE","GGNLEND","TOT","PC_GDP","A","1997",-2.33062939029789,
"CHE","GGNLEND","TOT","PC_GDP","A","1998",-1.30345183901092,
"CHE","GGNLEND","TOT","PC_GDP","A","1999",-1.56724192970503,
"CHE","GGNLEND","TOT","PC_GDP","A","2000",0.281337704716356,
"CHE","GGNLEND","TOT","PC_GDP","A","2001",0.207109829019697,
